Номер примера;Количество комнат;Общая площадь;Жилая площадь;Тип дома;Этажность квартиры;Этажность дома;Площадь кухни;Индекс места;Минут ходьбы;Телефон;Балкон / Лоджия;Цена
1586;2;72;44;0;8;9;13;20;10;1;2;134600
1587;2;43;28;1;5;9;6;97;25;1;1;51000
1588;1;34;19;2;4;5;6;37;35;1;2;35000
1589;3;75;46;1;9;16;10;54;15;1;3;112000
1590;1;31;20;0;4;4;5;10;8;1;0;52000
1591;1;30;16;1;7;9;7;101;5;1;1;38000
1592;2;42;28;2;5;5;6;110;3;1;2;45000
1593;2;44;20;1;2;9;7;109;25;1;0;53000
1594;3;54;37;1;5;9;7;119;40;1;1;36000
1595;1;35;21;2;10;12;9;117;25;1;2;35000
1596;3;63;45;1;10;12;7;111;3;1;1;75000
1597;4;98;70;0;2;5;9;56;7;1;0;125000
1598;2;51;31;1;8;14;9;91;35;0;1;57000
1599;4;64;48;1;4;9;8;94;15;1;1;67000
1600;2;53;32;1;1;17;9;8;5;1;0;75000
1601;2;46;32;1;4;5;7;117;25;1;0;51000
1602;2;57;32;0;2;5;9;81;10;1;0;63000
1603;1;31;21;1;4;5;6;103;10;1;0;37000
1604;1;31;18;1;2;5;6;87;25;1;2;33500
1605;2;45;30;2;8;12;7;100;10;1;2;54000
1606;3;73;49;0;4;8;9;19;7;1;2;150000
1607;4;90;59;1;9;14;9;116;35;1;1;90000
1608;2;53;30;0;5;5;9;86;15;1;2;70000
1609;2;44;27;0;3;5;6;115;15;1;2;40000
1610;3;60;39;1;7;9;9;111;15;1;2;69000
1611;1;35;21;1;3;9;7;42;10;1;1;50000
1612;2;44;30;1;2;9;7;109;15;1;0;53000
1613;3;62;45;1;2;12;7;111;10;1;1;59000
1614;1;31;19;0;4;5;6;70;3;1;2;35000
1615;2;43;28;0;4;5;6;114;5;1;2;46000
1616;2;45;34;2;3;5;6;49;5;1;2;50000
1617;1;54;35;0;3;8;6;5;15;1;2;115000
1618;3;66;45;0;5;6;8;37;10;1;2;100000
1619;2;43;29;0;2;5;6;67;15;1;2;50000
1620;2;40;28;0;4;5;6;49;12;1;2;48000
1621;1;47;20;0;6;8;9;34;5;1;0;77000
1622;1;35;19;1;2;12;10;109;5;1;0;44000
1623;3;86;52;0;5;5;14;87;10;1;2;102000
1624;2;46;30;1;1;5;6;119;20;0;0;37000
1625;1;32;15;1;1;12;7;92;5;1;1;33000
1626;3;75;45;1;11;14;10;46;3;1;1;140000
1627;3;63;43;0;4;5;6;73;2;1;2;85000
1628;2;54;34;1;12;16;10;106;15;1;2;58000
1629;2;52;30;0;3;8;9;13;10;1;0;100000
1630;2;44;30;0;5;5;6;98;15;1;2;45000
1631;2;52;31;1;5;12;9;77;10;1;2;62000
1632;2;47;29;0;5;5;7;67;15;1;2;52000
1633;2;38;21;1;3;12;8;60;5;1;2;53000
1634;1;37;19;0;5;9;6;126;15;0;1;30000
1635;3;59;43;0;6;9;7;109;10;1;2;60000
1636;1;39;21;2;9;14;10;116;25;0;1;30000
1637;2;58;33;0;4;5;8;121;20;1;3;54000
1638;1;34;18;0;9;9;9;66;10;1;1;50000
1639;3;61;40;1;2;9;10;106;10;1;1;61000
1640;4;102;79;0;1;5;9;53;5;1;0;100000
1641;1;31;17;1;4;5;7;63;20;0;2;34000
1642;2;57;32;0;2;5;9;5;10;1;2;130000
1643;3;63;43;1;9;9;8;28;5;1;2;98000
1644;3;84;43;2;1;14;9;67;20;1;1;83000
1645;2;56;32;1;10;16;10;8;3;1;2;100000
1646;3;55;39;0;2;5;6;62;7;1;2;71000
1647;3;65;46;1;11;12;8;106;10;1;1;70000
1648;2;42;27;1;2;5;6;112;5;0;2;41000
1649;2;51;30;1;6;17;8;117;20;0;2;57000
1650;2;44;28;1;9;9;6;106;10;1;0;43000
1651;1;38;19;1;2;14;8;54;35;0;2;40000
1652;1;33;19;1;2;9;6;68;25;1;0;47000
1653;3;76;54;1;1;12;9;111;5;1;0;73000
1654;1;39;21;1;6;9;10;109;15;1;1;50000
1655;3;50;35;1;3;9;8;75;15;1;1;51000
1656;2;45;29;2;3;5;7;86;15;1;2;45000
1657;3;79;54;0;8;9;9;96;15;1;2;90000
1658;3;68;44;1;12;12;9;51;15;1;1;80000
1659;1;40;21;1;2;14;10;121;20;0;0;35000
1660;2;50;30;1;12;14;8;88;7;1;1;61000
1661;2;53;31;1;8;12;9;61;20;1;1;78000
1662;1;39;20;1;11;17;9;78;8;1;2;48000
1663;3;87;56;0;1;8;13;16;8;1;0;117000
1664;2;35;21;0;1;9;6;37;20;1;0;38000
1665;1;36;21;1;4;9;7;119;15;1;1;25000
1666;3;52;34;1;8;9;7;54;10;1;2;61500
1667;2;45;30;1;2;5;6;47;15;1;2;49500
1668;2;42;32;1;5;5;6;49;5;1;2;47000
1669;1;32;21;2;7;9;6;76;20;1;2;38000
1670;1;40;21;1;1;12;9;101;3;1;0;40000
1671;2;38;24;1;4;9;7;40;7;1;2;55500
1672;2;40;25;0;1;5;6;112;15;0;0;35000
1673;2;60;39;0;4;8;8;37;3;1;2;109000
1674;3;78;53;0;3;8;8;62;5;1;2;125000
1675;2;40;24;1;4;12;6;63;35;1;2;47000
1676;2;46;29;1;2;5;6;63;35;1;2;48000
1677;2;45;33;1;1;5;6;116;15;1;0;36000
1678;2;58;34;1;11;17;11;8;3;1;1;104500
1679;3;63;45;1;9;12;7;109;15;1;1;69200
1680;3;60;43;1;4;12;7;29;10;1;1;101300
1681;2;52;30;1;1;12;10;78;5;1;0;50000
1682;3;81;57;0;4;8;10;69;10;1;2;123000
1683;1;38;17;1;9;22;11;54;1;1;2;61000
1684;1;31;17;0;1;5;7;105;15;1;0;31000
1685;2;45;30;1;6;9;6;58;20;1;2;52000
1686;1;32;22;2;8;9;6;46;5;1;2;43000
1687;4;80;56;0;8;8;9;15;2;1;2;135000
1688;2;48;31;1;5;12;8;109;10;1;2;50000
1689;2;45;31;0;2;5;6;99;10;1;2;45000
1690;1;32;22;2;5;9;6;46;10;1;2;35500
1691;1;33;20;1;1;5;6;68;15;1;0;35000
1692;1;35;20;1;12;12;10;103;10;1;2;45000
1693;2;44;29;1;2;5;6;112;15;0;2;41000
1694;2;52;32;0;10;10;9;29;1;1;2;80000
1695;3;74;45;1;3;17;10;117;15;1;1;72000
1696;3;77;53;0;4;5;9;51;7;1;2;120000
1697;2;43;32;0;4;5;6;72;20;1;2;51000
1698;3;69;50;1;4;16;8;63;20;1;1;105000
1699;2;54;32;1;5;12;9;111;5;1;1;61000
1700;3;79;53;2;2;14;12;62;15;1;0;125000
1701;2;43;29;0;2;5;6;114;5;0;0;38000
1702;2;44;27;0;2;5;6;103;15;0;2;45000
1703;1;32;20;1;1;5;6;102;20;0;0;31000
1704;4;82;58;0;2;9;8;72;3;1;0;115000
